Epoch,ClassID,Precision,Recall,F1,mAP_class,TP,FP,FN
0,0,0.8020304568120796,0.17713004484106357,0.29017446902382205,0.07871667295694351,158,39,734
0,1,0.72413793078478,0.14189189188230458,0.23728813282645472,0.0764579102396965,21,8,127
0,2,0.888888888691358,0.08547008546825918,0.15594541749674165,0.038433413952589035,40,5,428
0,3,0.9047619043310657,0.09004739336066125,0.16379310178767836,0.049200501292943954,19,2,192
0,5,0.8775510202290712,0.32089552236411223,0.4699453512186091,0.004950494971126318,43,6,91
0,8,0.4999999975,0.005780346820475124,0.011428571201306123,0.05990099161863327,1,1,172
0,15,0.4999999975,0.1111111109876543,0.1818181785123967,0.0,1,1,8
0,16,0.6666666659259258,0.20689655165279427,0.31578946990304707,0.0,6,3,23
0,39,0.8333333319444445,0.08620689653686088,0.15624999825195313,0.0,5,1,53
0,41,0.999999995,0.039999999992,0.07692307615384616,0.0,2,0,48
0,56,0.5789473681163435,0.08799999999296,0.1527777754658565,0.0,11,8,114
0,60,0.8571428559183674,0.09677419353277836,0.17391304160470492,0.0,6,1,56
1,0,0.8153153152785894,0.20291479820400318,0.3249551134993828,0.0921538844704628,181,41,711
1,1,0.7499999997916666,0.1824324324201059,0.2934782576902174,0.09162653982639313,27,9,121
1,2,0.8374999998953125,0.14316239315933413,0.24452554494285791,0.06502323597669601,67,13,401
1,3,0.882352940916955,0.14218009477999147,0.2448979567733445,0.06413007527589798,30,4,181
1,5,0.8767123286470258,0.47761194026286474,0.6183574832971599,0.008250825107097626,64,9,70
1,8,0.9999999966666667,0.017341040461425372,0.03409090875193698,0.09044475853443146,3,0,170
1,15,0.249999999375,0.1111111109876543,0.15384614934911253,0.0,1,3,8
1,16,0.6363636357851239,0.24137931026159334,0.3499999958375,0.0,7,4,22
1,39,0.7999999992,0.13793103445897742,0.23529411506920417,0.0,8,2,50
1,41,0,0.0,0,0.0,0,0,50
1,56,0.6538461535946746,0.13599999998912002,0.2251655600333319,0.0,17,9,108
1,60,0.7272727266115702,0.12903225804370447,0.21917807957215238,0.0,8,3,54
2,0,0.8395061728049585,0.22869955156694283,0.3594713622672437,0.10491549223661423,204,39,688
2,1,0.7234042551652331,0.22972972971420744,0.34871794502353715,0.10770541429519653,34,13,114
